transaction_id,wallet_id,transaction_amount,transaction_fee,block_confirmation_time,input_count,output_count,wallet_age_days,total_wallet_transactions,avg_wallet_transaction_value,cross_border_flag,mixing_service_used,darknet_association_score,transaction_velocity_24h,unusual_pattern_score,risk_label
TX1044,W35053,26.728193,0.003806,32,17,3,1303,7957,3.755441,0,0,0.759,39,0.165,0
TX1045,W19446,33.756819,0.008502,330,17,12,3076,6551,4.289458,0,0,0.021,26,0.021,0
TX1046,W10922,20.872997,0.001713,513,3,16,2460,2218,15.819652,0,0,0.463,64,0.751,1
TX1047,W61356,36.53422,0.002782,329,16,11,2638,7003,14.186693,0,0,0.842,187,0.809,0
TX1048,W20789,26.093593,0.000529,164,9,10,710,8800,19.952944,1,0,0.396,55,0.8,0
TX1049,W76656,3.709736,0.003708,520,17,19,2374,5754,11.615342,0,0,0.987,111,0.93,0
TX1050,W54028,9.601621,0.003861,258,12,10,1961,9489,11.876657,0,0,0.847,51,0.085,0
TX1051,W74484,42.000071,0.008072,252,2,3,1701,6326,4.047285,0,0,0.753,100,0.931,0
TX1052,W42154,36.245912,0.006566,357,16,6,3591,2395,18.570109,0,0,0.136,180,0.502,1
TX1053,W92870,44.738205,0.004424,402,6,14,3021,1910,0.101287,0,0,0.108,13,0.393,0
TX1054,W12336,5.878745,0.006556,586,2,12,1025,870,10.628023,0,0,0.641,159,0.142,0
TX1055,W77779,49.511137,0.000623,207,9,8,600,2678,4.716244,0,0,0.661,199,0.483,0
TX1056,W29029,10.471126,0.001885,306,5,2,1442,6484,19.277538,1,0,0.148,162,0.682,0
TX1057,W69201,0.589982,0.006307,152,18,9,3252,8444,16.83805,0,0,0.854,48,0.089,0
TX1058,W42265,49.87115,0.00645,225,18,14,10,3897,17.67215,1,1,0.874,141,0.978,0
TX1059,W53872,14.054413,0.007764,564,10,1,2423,99,3.722961,1,0,0.417,186,0.917,0
TX1060,W56197,33.401305,0.00409,267,10,3,646,1313,16.723664,0,0,0.608,132,0.887,0
TX1061,W65180,8.834939,0.007253,300,10,6,3524,5658,17.275434,0,0,0.511,94,0.41,0
TX1062,W33710,29.011846,0.006871,319,18,13,1992,4696,0.075901,0,0,0.036,31,0.856,0
TX1063,W39486,45.201845,0.009638,296,16,11,1134,3864,7.946845,0,0,0.09,149,0.125,0
TX1064,W81907,16.009738,0.00223,35,6,15,3197,5169,2.191332,0,0,0.78,60,0.911,0
TX1065,W81895,33.513029,0.005562,48,12,18,3504,585,17.038042,0,1,0.488,148,0.855,0
TX1066,W74435,9.395992,0.006057,559,4,19,1743,6854,5.310596,0,0,0.611,32,0.587,0
TX1067,W50631,31.240145,0.009987,138,16,19,3373,6559,6.623836,0,0,0.613,50,0.662,0
TX1068,W30103,16.823181,0.002092,353,11,6,652,9232,1.967444,0,0,0.38,175,0.351,0
TX1069,W74772,10.561202,0.00528,223,1,15,2151,4205,12.100329,1,0,0.029,142,0.949,0
TX1070,W24382,15.659789,0.003527,454,5,14,1647,4183,0.83549,0,0,0.787,2,0.067,0
TX1071,W94291,8.942875,0.005306,508,17,5,3142,5829,21.141349,0,0,0.468,184,0.891,0
TX1072,W13756,45.095903,0.002398,90,11,11,2933,8849,0.668887,0,0,0.139,55,0.261,1
TX1073,W30609,19.859947,0.000571,255,14,13,2965,6153,1.550376,0,0,0.021,61,0.805,0
TX1074,W26478,12.26472,0.005768,269,9,13,2158,9562,16.013762,0,0,0.018,17,0.049,0
TX1075,W49666,22.420944,0.003425,527,10,4,224,3518,22.924169,0,0,0.033,104,0.244,0
TX1076,W85683,16.027488,0.001901,84,4,9,2272,3341,22.304107,0,0,0.155,71,0.198,0
TX1077,W81315,37.221218,0.003307,465,2,13,1755,4999,2.099926,0,0,0.231,82,0.978,1
TX1078,W87834,48.561024,0.000588,256,6,8,751,7920,7.218284,0,0,0.247,183,0.21,1
TX1079,W24153,21.902245,0.009509,22,3,11,2679,7656,13.030711,0,0,0.632,175,0.371,0
TX1080,W86325,43.051809,0.005853,260,13,19,843,7269,0.675327,0,1,0.242,90,0.298,1
TX1081,W22999,28.293588,0.008166,249,12,1,2262,8600,13.220779,0,0,0.674,132,0.986,0
TX1082,W65318,7.862626,0.004289,157,18,9,1572,1975,11.199663,0,0,0.823,141,0.616,0
TX1083,W10814,34.531446,0.009043,504,6,2,3415,1312,14.714391,0,0,0.385,40,0.36,0
TX1084,W86077,25.672211,0.004885,462,10,4,3429,3079,23.008669,1,0,0.718,187,0.908,0
TX1085,W12443,32.530676,0.005782,546,6,4,3863,276,6.872736,0,0,0.104,49,0.707,0
TX1086,W85993,44.484481,0.004969,119,5,1,3511,6893,15.981023,0,0,0.328,62,0.703,0
TX1087,W85916,22.022288,0.007359,451,15,18,2304,6547,10.75151,0,0,0.683,64,0.486,0
TX1088,W83319,45.05898,0.00571,357,15,14,2715,6846,10.883867,0,0,0.932,159,0.498,0
TX1089,W27368,37.5337,0.002789,545,12,13,1506,2916,16.185312,0,0,0.616,17,0.731,0
TX1090,W25328,24.430758,0.001541,326,9,8,1020,4698,23.783897,0,0,0.364,17,0.01,1
TX1091,W66942,30.161504,0.006101,463,13,6,1428,5725,21.577157,0,0,0.314,168,0.437,0
TX1092,W37306,16.279731,0.004943,230,16,17,3855,735,15.991666,0,1,0.392,106,0.981,0
TX1093,W95451,49.179881,0.00105,365,2,11,1066,7832,11.543837,0,0,0.653,120,0.654,1
TX1094,W49915,33.367891,0.004017,535,17,15,1412,8328,10.605563,0,0,0.327,74,0.379,0
TX1095,W47219,2.193299,0.005196,116,9,7,1053,1754,19.680451,1,0,0.47,69,0.17,0
TX1096,W90879,16.331769,0.008286,216,19,8,2743,1786,5.463335,0,0,0.759,178,0.359,0
TX1097,W74644,31.166098,0.000853,237,6,11,3275,2930,14.695787,0,0,0.238,35,0.48,0
TX1098,W70279,2.817608,0.00355,163,4,2,2609,8216,12.628795,0,1,0.717,132,0.631,0
TX1099,W63028,1.195186,0.008244,576,15,11,2375,1265,16.237345,0,0,0.761,110,0.983,0
TX1100,W10126,22.501762,0.006519,328,18,14,2891,2561,4.693651,0,0,0.864,33,0.496,1
TX1101,W62329,16.635176,0.002971,97,12,13,1078,5877,17.396973,0,0,0.024,14,0.364,0
TX1102,W37632,21.915492,0.008469,252,12,8,1514,3695,15.678725,1,0,0.114,121,0.254,1
TX1103,W75310,13.135403,0.004984,145,17,12,2465,3543,4.511852,0,0,0.955,136,0.766,0
TX1104,W65176,8.236723,0.005034,408,7,9,3806,8650,11.246046,0,0,0.126,100,0.464,0
TX1105,W96066,34.457479,0.009768,408,5,10,3936,6142,16.968698,1,0,0.488,138,0.725,0
TX1106,W54327,25.729041,0.009476,418,12,11,1022,6561,22.541091,1,0,0.167,115,0.284,1
TX1107,W78904,10.00851,0.003649,444,17,11,1384,5663,3.06127,0,0,0.812,41,0.371,0
TX1108,W13797,15.980152,0.001492,237,2,16,3621,4173,0.228398,1,0,0.097,190,0.956,0
TX1109,W57882,29.590804,0.003324,197,4,18,3277,6166,4.137202,0,0,0.086,168,0.233,0
TX1110,W23718,3.612395,0.000402,103,2,9,2951,1671,24.731951,0,0,0.505,188,0.319,0
TX1111,W44560,7.373503,0.000306,117,14,3,280,9350,19.211573,1,0,0.238,157,0.509,1
TX1112,W86589,3.663207,0.004016,540,14,4,1079,8716,15.363082,0,0,0.662,140,0.526,0
TX1113,W32116,40.616054,0.009416,285,13,19,3979,8104,3.333997,1,0,0.685,134,0.067,0
TX1114,W46244,37.620709,0.008726,527,17,10,2271,3525,10.406986,0,1,0.586,114,0.971,0
TX1115,W11645,37.665893,0.005163,354,17,13,2156,1978,17.883819,0,0,0.835,57,0.303,1
TX1116,W57523,35.816551,0.005696,320,18,1,2766,9091,22.398145,0,0,0.697,169,0.054,0
TX1117,W29256,33.469602,0.000159,504,3,12,684,100,9.551763,0,1,0.188,191,0.255,0
TX1118,W63173,23.850119,0.002233,541,16,11,602,3627,24.99225,0,0,0.078,114,0.4,0
TX1119,W47430,32.114266,0.000345,440,19,5,2044,6986,3.502013,0,0,0.748,120,0.232,1
TX1120,W49282,1.919039,0.00757,527,6,2,1533,9869,9.679529,0,0,0.74,44,0.155,0
TX1121,W73374,31.0736,0.001542,597,6,17,961,4280,21.886182,0,0,0.85,84,0.507,0
TX1122,W78244,38.894107,0.008704,448,18,17,3078,7930,16.251391,1,0,0.202,70,0.796,1
TX1123,W21694,25.018418,0.006469,212,9,15,507,1171,20.274878,0,1,0.223,149,0.705,0
TX1124,W66264,17.876309,0.002371,280,18,4,1823,4375,22.6959,0,0,0.577,112,0.425,0
TX1125,W85060,13.872059,0.001661,501,6,11,1195,2347,12.687837,0,0,0.156,3,0.124,0
TX1126,W67545,32.14046,0.006313,301,9,1,875,2328,5.876331,0,0,0.296,119,0.955,0
TX1127,W49224,34.640367,0.009018,378,18,10,2316,4483,17.345736,0,0,0.812,166,0.337,0
TX1128,W23224,43.548509,0.007212,579,16,18,193,225,14.091357,1,0,0.334,109,0.103,0
TX1129,W50738,17.117362,0.003551,188,13,15,2804,4494,19.318504,1,0,0.011,84,0.336,0
TX1130,W35150,38.488846,0.005915,36,11,19,1204,1441,12.797727,0,0,0.651,168,0.697,0
TX1131,W73731,28.06823,0.003177,287,8,4,2808,4951,20.279673,0,0,0.181,40,0.251,0
TX1132,W59688,44.141942,0.009992,436,17,6,2118,8347,22.551417,0,0,0.196,168,0.183,0
TX1133,W83509,26.391078,0.007514,523,9,2,3805,9262,18.74208,0,1,0.017,155,0.264,1
TX1134,W18577,25.881974,0.006182,466,6,13,1054,4324,18.593942,1,0,0.578,170,0.552,0
TX1135,W18070,28.894276,0.00429,372,1,2,3191,8494,14.683862,1,0,0.562,127,0.875,1
TX1136,W18666,37.466018,0.00622,256,1,13,3789,5202,11.796334,0,1,0.096,191,0.132,0
TX1137,W67761,48.234559,0.003482,170,13,15,510,3216,24.314966,0,0,0.05,133,0.144,0
TX1138,W46368,3.679094,0.000386,533,7,18,734,2618,16.131362,1,0,0.491,65,0.428,1
TX1139,W16783,2.672677,0.004011,375,10,11,460,5461,21.010509,1,0,0.781,126,0.125,0
TX1140,W51914,46.877579,0.009312,107,18,5,1662,8619,12.640172,0,0,0.954,114,0.979,1
TX1141,W80507,26.494251,0.0063,598,6,14,458,4571,13.875898,0,0,0.075,158,0.879,1
TX1142,W89026,30.745536,0.000931,130,13,16,567,6681,16.575597,1,1,0.708,90,0.065,1
TX1143,W77526,24.121698,0.008861,42,5,14,39,1438,18.216524,0,0,0.191,8,0.907,0
TX1144,W80835,4.683779,0.002762,352,15,9,970,9260,11.21441,0,0,0.034,0,0.284,0
TX1145,W55765,38.404701,0.002513,217,12,6,1874,5202,8.91431,0,0,0.335,14,0.323,0
TX1146,W29956,37.361485,0.003041,323,11,9,262,7234,5.993104,0,0,0.574,150,0.338,0
TX1147,W97895,15.585854,0.005814,430,8,5,184,2973,10.596899,1,0,0.601,144,0.07,0
TX1148,W56240,15.312656,0.005492,251,5,11,520,4031,5.288835,0,0,0.049,57,0.779,0
TX1149,W47148,41.892231,0.004965,290,8,12,3028,6697,10.424874,0,0,0.928,70,0.183,0
TX1150,W14757,3.618791,0.007204,235,5,17,2871,3788,21.86774,1,0,0.055,103,0.208,0
TX1151,W29097,44.055376,0.003234,324,10,6,2921,5469,24.426984,1,0,0.217,194,0.769,0
TX1152,W20395,12.833828,0.007842,516,15,6,3600,8930,14.431778,0,0,0.433,97,0.06,1
TX1153,W26241,29.649644,0.001836,525,6,15,3960,741,3.658674,0,0,0.946,180,0.336,0
TX1154,W37696,46.799773,0.007848,229,18,17,386,945,10.694614,0,0,0.991,82,0.561,0
TX1155,W80480,33.906447,0.006672,510,3,3,2624,9920,15.055892,0,0,0.0,29,0.116,0
TX1156,W56163,20.722076,0.006864,111,9,19,253,9528,9.275586,0,0,0.225,9,0.425,0
TX1157,W29816,34.477021,0.004867,335,10,2,1035,7559,5.136853,0,0,0.501,54,0.354,0
TX1158,W59840,17.199638,0.006703,9,7,9,2648,2630,5.678339,0,0,0.694,169,0.322,0
TX1159,W62853,13.863644,0.00089,472,19,9,2259,1557,11.853483,0,0,0.657,175,0.27,0
TX1160,W34917,49.834167,0.00853,520,2,7,1540,5948,5.418553,0,0,0.252,127,0.339,0
TX1161,W31566,37.539761,0.00065,167,8,16,1667,6033,6.245572,1,0,0.198,110,0.392,0
TX1162,W85452,32.236354,0.001573,535,7,6,1807,4329,21.828374,0,0,0.014,22,0.128,1
TX1163,W72823,17.765127,0.00581,86,5,9,2408,7258,19.478717,0,1,0.843,131,0.208,0
TX1164,W30806,2.458992,0.00742,485,4,13,68,4881,1.392271,1,0,0.379,64,0.91,0
TX1165,W85520,1.553813,0.000855,520,11,2,2475,4861,8.011216,0,0,0.864,137,0.945,0
TX1166,W11759,27.709509,0.009216,191,10,14,1873,711,13.303009,0,0,0.324,110,0.993,0
TX1167,W51949,38.101874,0.009739,150,1,5,2057,5794,1.52461,0,0,0.756,13,0.479,1
TX1168,W12482,26.869422,0.006099,156,4,11,537,1818,17.08245,0,0,0.07,91,0.136,0
TX1169,W34442,42.039413,0.004864,367,6,15,1601,9226,9.617284,0,0,0.811,110,0.684,1
TX1170,W43719,1.672293,0.00744,97,18,6,3688,9553,9.93549,0,0,0.891,35,0.937,0
TX1171,W68066,18.338237,0.003351,35,13,6,3138,3387,6.640531,0,1,0.265,27,0.031,0
TX1172,W12079,11.854282,0.004983,544,13,16,695,6256,8.354886,1,0,0.142,58,0.022,0
TX1173,W12717,22.364201,0.00917,53,1,4,1197,2128,21.543631,0,0,0.196,3,0.613,0
TX1174,W69676,3.619747,0.009561,262,4,5,801,2096,19.717188,0,0,0.868,121,0.039,0
TX1175,W37952,47.706628,0.009278,522,4,6,2070,91,23.39494,0,0,0.286,68,0.392,0
TX1176,W96444,11.163547,0.002698,545,18,13,3114,9861,17.477945,1,0,0.231,115,0.377,0
TX1177,W52460,46.115466,0.002401,414,18,14,3276,4792,14.451015,0,0,0.979,144,0.099,0
TX1178,W82847,21.295232,0.003047,160,18,13,155,7909,6.488815,0,0,0.67,119,0.746,0
TX1179,W99106,49.276221,0.004469,550,15,10,3595,4006,16.674714,1,1,0.832,97,0.109,0
TX1180,W28449,27.703365,0.00321,444,18,17,2858,4050,22.654891,0,0,0.747,121,0.274,0
TX1181,W43536,46.541712,0.003805,241,15,18,1486,3157,1.738448,0,0,0.374,164,0.727,1
TX1182,W74077,0.268444,0.006244,372,17,7,78,8455,11.082325,1,0,0.863,189,0.618,0
TX1183,W48258,37.412192,0.007649,61,5,4,2152,1258,3.742524,0,0,0.588,113,0.473,0
TX1184,W58302,45.15263,0.007382,179,11,16,2027,7945,20.267306,1,0,0.657,158,0.049,0
TX1185,W38865,6.986889,0.008163,218,16,10,2326,5097,15.356315,0,0,0.326,155,0.763,0
TX1186,W16645,4.807196,0.000419,31,2,19,3721,216,21.992436,1,0,0.981,180,0.825,0
TX1187,W48000,21.229206,0.000573,123,17,3,719,6091,1.586872,0,0,0.855,35,0.102,0
TX1188,W36737,46.684012,0.007915,151,1,19,763,5465,22.64421,0,0,0.148,127,0.986,0
TX1189,W21485,27.119786,0.005377,269,18,13,1761,9390,1.689243,1,0,0.204,153,0.347,0
TX1190,W48565,26.373296,0.005824,407,17,8,57,6181,7.197269,1,0,0.749,85,0.424,1
TX1191,W35522,7.057165,0.000621,262,18,18,339,903,3.912582,0,0,0.026,27,0.414,0
TX1192,W75155,0.040475,0.002628,193,19,19,3871,9745,3.643188,1,0,0.335,188,0.633,0
TX1193,W65168,40.507194,0.00642,503,5,18,274,2935,4.300031,0,0,0.533,107,0.573,0
TX1194,W62487,4.379641,0.008606,243,13,19,2956,2368,12.010645,0,0,0.205,127,0.561,0
TX1195,W22342,31.692857,0.009178,331,6,4,3752,1875,19.611214,0,0,0.873,21,0.781,0
TX1196,W50806,45.730908,0.005054,74,13,13,3962,2093,22.457949,1,0,0.889,177,0.928,0
TX1197,W58770,10.433387,0.0055,29,18,12,1893,3437,14.176265,0,0,0.957,34,0.822,0
TX1198,W88623,33.263977,0.008347,586,4,15,3757,9096,3.952211,0,0,0.146,81,0.721,0
TX1199,W85629,3.93585,0.005422,160,9,15,433,5229,1.988975,0,0,0.079,116,0.051,0
TX1200,W62603,30.188153,0.005217,223,3,10,3969,6999,12.358299,0,1,0.556,68,0.248,0
TX1201,W91974,8.197422,0.00906,565,8,19,2658,5058,19.136852,0,0,0.792,10,0.105,0
TX1202,W36399,36.797942,0.00792,383,13,8,2439,2860,15.507825,0,0,0.291,37,0.855,0
TX1203,W95382,15.062264,0.0091,198,11,19,1922,7472,14.573712,0,0,0.241,118,0.652,0
TX1204,W91244,23.170087,0.002261,44,10,9,1913,1142,1.213399,1,0,0.518,186,0.034,0
TX1205,W86534,29.971928,0.005291,347,11,7,3414,1104,10.294519,0,0,0.482,172,0.723,0
TX1206,W65106,8.564499,0.00844,507,3,8,1284,4653,13.764093,0,0,0.48,43,0.337,1
TX1207,W40678,37.082149,0.0012,454,14,9,3757,8585,14.961306,0,0,0.405,24,0.543,1
TX1208,W86218,15.132714,0.007967,340,14,17,2222,1813,0.130153,0,0,0.727,15,0.58,0
TX1209,W73230,33.118931,0.001911,8,19,15,1748,8067,4.996879,0,0,0.615,123,0.162,0
TX1210,W84055,7.914994,0.0081,521,4,16,3267,7926,23.745152,0,0,0.488,147,0.399,0
TX1211,W66373,34.406195,0.006159,501,1,7,1801,6890,12.72101,0,0,0.721,181,0.426,0
TX1212,W41480,6.410275,0.002013,230,2,10,3026,4729,17.594019,0,0,0.262,140,0.615,0
TX1213,W95230,21.268399,0.004786,154,6,19,3513,5076,7.711586,0,0,0.892,162,0.89,0
TX1214,W78836,12.361056,0.006851,242,13,6,2320,3784,14.638446,1,0,0.384,139,0.615,0
TX1215,W82258,37.419014,0.006375,107,14,12,3379,5868,8.918117,0,0,0.328,190,0.684,0
TX1216,W49986,13.102488,0.00433,179,1,15,308,5668,7.431002,1,0,0.542,3,0.665,0
TX1217,W34160,44.085984,0.009004,465,8,10,1673,8718,10.290836,0,0,0.27,35,0.084,0
TX1218,W95595,44.591119,0.005241,38,18,18,2643,4059,11.5011,0,1,0.269,93,0.3,0
TX1219,W89111,9.822869,0.005108,522,14,4,3974,8483,8.285386,0,0,0.078,81,0.402,1
TX1220,W74929,30.692683,0.000716,444,2,11,556,3704,6.45716,0,0,0.652,92,0.444,0
TX1221,W83506,4.386794,0.009229,289,12,5,2255,1711,15.599271,0,0,0.913,136,0.842,0
TX1222,W44911,19.577463,0.001853,229,1,13,1141,5412,9.524505,0,0,0.685,9,0.525,0
TX1223,W97127,35.666373,0.005331,569,15,10,1926,6777,5.053633,0,0,0.568,180,0.816,0
TX1224,W41821,32.971503,0.008055,261,11,7,2053,7145,18.961609,0,0,0.712,7,0.907,0
TX1225,W85039,31.235409,0.002233,63,18,11,3805,5818,18.096302,0,0,0.966,119,0.696,0
TX1226,W70535,14.127761,0.005321,250,17,4,1966,8685,22.171528,0,0,0.336,58,0.113,0
TX1227,W94458,18.901869,0.002483,523,3,4,3867,9631,13.879925,0,0,0.431,146,0.201,0
TX1228,W22175,5.148204,0.007621,218,15,5,2547,868,6.993131,1,0,0.286,171,0.828,0
TX1229,W64771,35.951422,0.005687,594,13,9,1650,7001,21.594055,1,0,0.017,43,0.564,0
TX1230,W96925,25.194936,0.008574,220,3,1,1786,5869,7.014725,1,0,0.347,33,0.516,0
TX1231,W76358,35.438573,0.008956,407,13,16,3373,5962,16.393459,0,0,0.072,52,0.969,0
TX1232,W27327,12.447927,0.006522,287,9,5,3497,4558,4.767922,0,0,0.858,2,0.368,0
TX1233,W57057,16.222587,0.007281,577,10,5,2036,8688,15.733076,1,0,0.716,86,0.041,1
TX1234,W16150,16.711433,0.005537,577,1,7,1114,8218,21.023021,0,0,0.304,1,0.255,0
TX1235,W14425,1.288095,0.003906,219,2,8,3100,8958,13.503203,0,0,0.328,187,0.285,0
TX1236,W26032,17.053053,0.006516,386,14,19,950,3027,11.777479,0,0,0.57,173,0.512,1
TX1237,W12198,40.165425,0.009092,49,5,1,3616,6174,24.836888,0,0,0.798,14,0.007,1
TX1238,W70500,44.865027,0.004225,176,10,18,1241,3431,0.571078,0,0,0.719,98,0.988,0
TX1239,W63394,25.911398,0.003213,225,19,11,3893,1903,8.299972,0,0,0.029,111,0.062,0
TX1240,W30079,22.775629,0.003946,389,8,16,71,4946,22.965773,0,0,0.785,122,0.232,0
TX1241,W46220,1.5422,0.00441,99,13,11,3836,3330,16.069641,0,0,0.881,127,0.672,0
TX1242,W51874,43.960338,0.000828,48,9,9,30,334,13.557011,0,0,0.09,6,0.978,0
TX1243,W23859,0.651498,0.005035,232,18,7,3328,1428,15.945916,0,0,0.77,188,0.512,1
TX1244,W60460,47.237559,0.004994,578,4,15,2869,9658,8.055309,0,0,0.252,162,0.342,0
TX1245,W41419,24.461323,0.005926,321,8,11,671,5351,1.788492,0,0,0.174,34,0.162,0
TX1246,W18705,17.097383,0.003692,339,5,19,1420,3618,6.885944,0,0,0.544,68,0.903,0
TX1247,W52880,46.210998,0.00617,471,6,7,1545,572,8.419038,0,0,0.553,176,0.05,0
TX1248,W33236,1.220525,0.008794,301,5,16,994,802,12.00183,1,0,0.471,94,0.07,1
TX1249,W97955,29.071663,0.009559,549,1,3,2371,1189,9.853474,0,1,0.902,1,0.064,0
TX1250,W95514,27.447077,0.005878,493,19,16,2418,8387,13.029846,0,0,0.242,161,0.466,0
TX1251,W25358,10.966801,0.000522,219,4,8,1180,8319,4.910074,0,1,0.603,109,0.931,0
TX1252,W86918,21.444943,0.009695,528,1,10,1006,4321,4.609371,0,0,0.41,12,0.556,0
TX1253,W24596,32.613548,0.007088,6,19,9,2262,3295,8.799295,0,0,0.874,191,0.355,1
TX1254,W43572,36.356833,0.003426,211,4,3,2714,2612,11.848141,0,0,0.133,34,0.239,0
TX1255,W88757,0.036842,0.001557,345,14,7,1107,4652,8.549798,0,0,0.083,97,0.514,0
TX1256,W11279,46.842735,0.00152,411,14,8,2453,9814,14.41829,0,0,0.993,162,0.442,0
TX1257,W73197,8.227104,0.001761,310,9,3,613,4251,7.757053,0,0,0.577,153,0.093,0
TX1258,W72516,11.679788,0.000551,511,19,16,3082,3733,4.437453,0,0,0.912,43,0.006,0
TX1259,W17083,13.174409,0.009031,473,11,14,1872,6157,21.572074,1,0,0.408,134,0.595,0
TX1260,W27771,1.891969,0.005454,562,16,7,3352,2453,5.023046,0,0,0.604,38,0.858,1
TX1261,W39975,6.153483,0.00703,499,19,4,281,810,24.166368,0,0,0.694,84,0.609,0
TX1262,W55648,49.31751,0.008298,265,4,6,1716,8417,24.685228,1,0,0.986,140,0.326,0
TX1263,W58285,15.761522,0.007936,582,9,7,1114,7008,17.423127,0,0,0.113,97,0.153,0
TX1264,W29063,5.765939,0.008838,586,17,12,2177,4400,12.555005,0,1,0.125,89,0.739,1
TX1265,W77642,5.350456,0.009676,368,15,7,309,220,19.887517,0,1,0.523,3,0.702,0
TX1266,W96143,35.973279,0.004447,518,8,1,1988,7794,21.831336,0,0,0.056,97,0.847,0
TX1267,W47599,42.728579,0.009508,545,13,18,485,8470,17.742699,0,0,0.727,83,0.983,0
TX1268,W61920,12.848358,0.007261,577,1,11,3179,6114,2.560098,0,0,0.991,18,0.112,0
TX1269,W38529,1.046455,0.0008,459,2,11,3022,8721,0.084667,0,0,0.811,120,0.265,0
TX1270,W45954,11.155278,0.00685,148,10,17,3071,8673,4.805614,1,0,0.266,30,0.344,0
TX1271,W37856,2.826728,0.006898,196,13,12,1529,3174,4.721412,0,0,0.8,42,0.538,0
TX1272,W12573,5.170643,0.009068,357,11,19,2840,2842,4.571112,0,0,0.628,63,0.053,0
TX1273,W88344,21.575974,0.003792,303,14,18,283,4775,12.74921,1,0,0.119,1,0.276,0
TX1274,W45367,11.496689,0.005891,464,16,13,1131,5191,13.006911,1,0,0.566,21,0.794,0
TX1275,W70774,25.797778,0.000221,431,6,10,2203,1983,18.078321,0,0,0.897,80,0.048,1
TX1276,W33752,12.675434,0.003388,35,2,19,3928,2777,5.044681,1,0,0.29,87,0.818,0
TX1277,W65029,47.026925,0.000716,336,5,4,3304,6896,2.325572,0,0,0.659,75,0.185,0
TX1278,W27685,45.297292,0.005267,415,19,15,3521,9907,16.655622,0,0,0.042,21,0.305,1
TX1279,W61693,28.340738,0.008193,56,7,18,1404,1182,12.105086,0,0,0.834,66,0.718,0
TX1280,W65961,17.721845,0.002144,388,17,1,2855,4649,16.661353,0,0,0.206,14,0.765,1
TX1281,W86908,19.057963,0.005322,247,5,19,3405,8097,9.524699,0,0,0.609,42,0.211,0
TX1282,W84532,20.593202,0.00212,421,12,2,2644,2098,18.77238,0,0,0.524,13,0.405,0
TX1283,W91994,36.379239,0.001295,479,19,10,870,8127,17.068193,0,0,0.548,111,0.242,0
TX1284,W66133,22.582498,0.005159,396,18,18,3148,7079,16.262043,0,0,0.254,73,0.513,0
TX1285,W71268,42.836641,0.000884,393,12,4,1989,6546,0.698956,0,0,0.559,126,0.652,0
TX1286,W48243,47.204795,0.005915,577,3,10,261,2804,21.454523,0,0,0.603,19,0.27,0
TX1287,W67384,16.797972,0.00041,473,4,4,3409,2674,9.42141,0,0,0.425,22,0.462,1
TX1288,W41653,28.035163,0.001156,412,15,18,3302,5377,3.399032,0,0,0.633,53,0.536,0
TX1289,W36657,4.753732,0.005545,523,15,4,1930,8608,18.892157,0,0,0.192,102,0.419,0
TX1290,W49952,10.024252,0.005955,193,11,15,2832,3161,12.167008,0,0,0.513,61,0.514,0
TX1291,W32180,20.673875,0.000387,599,2,18,3032,2570,0.809814,0,0,0.717,61,0.144,0
TX1292,W88411,10.31093,0.005776,355,18,9,221,7551,19.548968,0,0,0.368,191,0.04,1
TX1293,W11622,43.828148,0.008401,287,3,17,693,7645,10.881586,0,0,0.411,73,0.063,0
TX1294,W58756,7.915155,0.007251,161,18,3,2446,3775,18.875599,0,0,0.164,180,0.973,0
TX1295,W50809,22.783585,0.001399,152,14,13,714,7402,18.89222,0,0,0.616,60,0.074,0
TX1296,W26725,30.285356,0.005965,74,6,7,2845,2614,2.507406,0,0,0.124,52,0.386,0
TX1297,W71396,34.593504,0.006755,374,2,14,2460,6120,15.334513,1,0,0.501,130,0.792,0
TX1298,W61226,19.154085,0.000469,592,1,6,630,1687,9.009825,0,1,0.21,139,0.851,0
TX1299,W91182,43.455084,0.008568,519,8,14,629,839,13.664583,0,0,0.194,123,0.268,0
TX1300,W92565,28.416389,0.009072,238,10,14,2449,6450,2.222789,0,1,0.096,19,0.64,0
TX1301,W39402,21.97595,0.008519,471,18,14,2757,9124,14.708707,0,1,0.357,24,0.724,0
TX1302,W14263,3.362964,0.008264,561,11,18,1730,2310,19.440725,1,0,0.867,27,0.916,0
TX1303,W56828,23.235009,0.007475,291,18,9,1828,4973,24.670477,0,0,0.605,15,0.889,0
TX1304,W57924,41.036971,0.006371,298,16,12,1522,3948,8.013786,0,0,0.779,178,0.435,1
TX1305,W84182,30.727436,0.006818,485,5,14,3688,4165,3.886568,0,0,0.115,167,0.541,0
TX1306,W69052,41.608291,0.008083,138,7,16,2222,83,9.153871,0,0,0.313,20,0.801,0
TX1307,W21664,24.70109,0.006659,12,2,2,301,8962,0.492369,0,0,0.389,70,0.599,0
TX1308,W45737,5.923967,0.003344,32,11,16,2151,9003,10.225245,0,0,0.86,75,0.356,0
TX1309,W99563,0.682979,0.003822,524,13,18,2569,8663,22.865591,0,0,0.664,105,0.95,0
TX1310,W39373,15.161674,0.008981,314,16,9,3236,3624,4.866834,0,0,0.49,81,0.998,0
TX1311,W46397,34.899826,0.00027,545,14,8,1029,5124,11.948214,0,0,0.3,138,0.933,0
